source_name,cleaned_source_name,source_database,target_name,cleaned_target_name,target_database,sequence_identity,name_similarity,predicted_similarity,similarity_difference
blaADC-220,adc220,ncbi,ADC-82,adc82,card,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaADC-220,adc220,ncbi,blaADC-25,adc25,resfinder,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaIMP-67,imp67,ncbi,IMP-27,imp27,card,0.995,0.8,0.9160027764652718,0.1160027764652718
blaPDC-211,pdc211,ncbi,PDC-429,pdc429,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-214,pdc214,ncbi,PDC-66,pdc66,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-215,pdc215,ncbi,PDC-337,pdc337,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-216,pdc216,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-217,pdc217,ncbi,PDC-51,pdc51,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-218,pdc218,ncbi,PDC-10,pdc10,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaADC-157,adc157,ncbi,ADC-2,adc2,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-157,adc157,ncbi,blaADC-25,adc25,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaOXA-514,oxa514,ncbi,OXA-416,oxa416,card,0.977,0.6666666666666667,0.8918223659156299,0.22515569924896317
blaOXA-515,oxa515,ncbi,OXA-252,oxa252,card,0.976,0.5,0.8904790097739832,0.3904790097739832
blaIMP-59,imp59,ncbi,IMP-4,imp4,card,0.979,0.6,0.8945090781989236,0.2945090781989236
blaVIM-52,vim52,ncbi,VIM-1,vim1,card,0.953,0.6,0.8595818185161075,0.2595818185161075
blaOXA-519,oxa519,ncbi,OXA-48,oxa48,card,0.979,0.5,0.8945090781989236,0.39450907819892356
blaOXA-566,oxa566,ncbi,OXA-48,oxa48,card,0.975,0.5,0.8891356536323365,0.3891356536323365
mcr-3.23,mcr3.23,ncbi,MCR-3.1,mcr3.1,card,0.969,0.7142857142857143,0.8810755167824558,0.16678980249674147
mcr-3.24,mcr3.24,ncbi,MCR-3.1,mcr3.1,card,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
blaTEM-103,tem103,ncbi,TEM-1,tem1,card,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaTEM-103,tem103,ncbi,blaTEM-122,tem122,resfinder,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaACT-57,act57,ncbi,ACT-29,act29,card,0.969,0.6,0.8810755167824558,0.2810755167824558
blaACT-57,act57,ncbi,blaACT-6,act6,resfinder,0.969,0.6,0.8810755167824558,0.2810755167824558
blaPDC-457,pdc457,ncbi,PDC-337,pdc337,card,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
qnrS14,qnrs14,ncbi,QnrS9,qnrs9,card,0.999,0.6666666666666667,0.9213762010318589,0.25470953436519217
qnrS14,qnrs14,ncbi,qnrS9,qnrs9,resfinder,0.999,0.6666666666666667,0.9213762010318589,0.25470953436519217
blaOXA-667,oxa667,ncbi,OXA-275,oxa275,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-667,oxa667,ncbi,blaOXA-275,oxa275,resfinder,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-153,adc153,ncbi,ADC-25,adc25,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaADC-153,adc153,ncbi,blaADC-25,adc25,resfinder,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaIMP-69,imp69,ncbi,IMP-8,imp8,card,0.981,0.6,0.897195790482217,0.297195790482217
blaIMP-69,imp69,ncbi,blaIMP-8,imp8,resfinder,0.981,0.6,0.897195790482217,0.297195790482217
blaOXA-567,oxa567,ncbi,OXA-163,oxa163,card,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaOXA-567,oxa567,ncbi,blaOXA-163,oxa163,resfinder,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaACT-54,act54,ncbi,ACT-12,act12,card,0.967,0.6,0.8783888044991623,0.27838880449916237
blaACT-54,act54,ncbi,blaACT-12,act12,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
blaMIR-22,mir22,ncbi,MIR-17,mir17,card,0.969,0.6,0.8810755167824558,0.2810755167824558
blaMIR-22,mir22,ncbi,blaMIR-5,mir5,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaIMI-17,imi17,ncbi,IMI-3,imi3,card,0.956,0.6,0.8636118869410478,0.26361188694104787
blaIMI-17,imi17,ncbi,blaIMI-3,imi3,resfinder,0.956,0.6,0.8636118869410478,0.26361188694104787
blaOXA-925,oxa925,ncbi,OXA-258,oxa258,card,0.983,0.6666666666666667,0.8998825027655106,0.2332158360988439
blaOXA-925,oxa925,ncbi,blaOXA-258,oxa258,resfinder,0.983,0.6666666666666667,0.8998825027655106,0.2332158360988439
blaPDC-245,pdc245,ncbi,PDC-2,pdc2,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaPDC-221,pdc221,ncbi,PDC-1,pdc1,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-222,pdc222,ncbi,PDC-54,pdc54,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaOXA-726,oxa726,ncbi,OXA-724,oxa724,card,0.978,0.8333333333333334,0.8931657220572766,0.05983238872394325
blaOXA-726,oxa726,ncbi,ampH,amph,resfinder,0.978,0.16666666666666663,0.8931657220572766,0.72649905539061
blaPDC-224,pdc224,ncbi,PDC-66,pdc66,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-166,adc166,ncbi,ADC-6,adc6,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaADC-166,adc166,ncbi,blaADC-25,adc25,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaADC-168,adc168,ncbi,ADC-76,adc76,card,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaADC-168,adc168,ncbi,blaADC-25,adc25,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaB-20,b20,ncbi,blaB-14,b14,resfinder,0.99,0.33333333333333337,0.9092859957570378,0.5759526624237045
blaGOB-24,gob24,ncbi,GOB-1,gob1,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaGOB-24,gob24,ncbi,blaGOB-18,gob18,resfinder,0.971,0.6,0.8837622290657494,0.28376222906574944
blaADC-170,adc170,ncbi,ADC-159,adc159,card,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaIMP-70,imp70,ncbi,IMP-1,imp1,card,0.975,0.6,0.8891356536323365,0.2891356536323365
blaOXA-572,oxa572,ncbi,OXA-443,oxa443,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-572,oxa572,ncbi,blaOXA-443,oxa443,resfinder,0.965,0.5,0.8757020922158687,0.3757020922158687
mcr-3.25,mcr3.25,ncbi,mcr-3.41,mcr3.41,card,0.971,0.7142857142857143,0.8837622290657494,0.16947651478003511
blaPDC-234,pdc234,ncbi,PDC-69,pdc69,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-235,pdc235,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-238,pdc238,ncbi,PDC-49,pdc49,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-239,pdc239,ncbi,PDC-5,pdc5,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-241,pdc241,ncbi,PDC-23,pdc23,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-242,pdc242,ncbi,PDC-1,pdc1,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-244,pdc244,ncbi,PDC-173,pdc173,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaPDC-246,pdc246,ncbi,PDC-240,pdc240,card,0.97,0.8333333333333334,0.8824188729241025,0.04908553959076911
blaPDC-247,pdc247,ncbi,PDC-1,pdc1,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-248,pdc248,ncbi,PDC-5,pdc5,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-249,pdc249,ncbi,PDC-19a,pdc19a,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaIMP-71,imp71,ncbi,IMP-49,imp49,card,0.975,0.6,0.8891356536323365,0.2891356536323365
blaPDC-227,pdc227,ncbi,PDC-52,pdc52,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-228,pdc228,ncbi,PDC-66,pdc66,card,0.958,0.5,0.8662985992243413,0.36629859922434127
blaPDC-232,pdc232,ncbi,PDC-69,pdc69,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-233,pdc233,ncbi,PDC-51,pdc51,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaB-28,b28,ncbi,blaB-6,b6,resfinder,0.978,0.33333333333333337,0.8931657220572766,0.5598323887239433
qnrD3,qnrd3,ncbi,QnrD2,qnrd2,card,0.973,0.8,0.8864489413490428,0.0864489413490428
qnrB81,qnrb81,ncbi,QnrB19,qnrb19,card,0.987,0.6666666666666667,0.9052559273320977,0.23858926066543096
qnrB82,qnrb82,ncbi,QnrB19,qnrb19,card,0.985,0.6666666666666667,0.902569215048804,0.2359025483821373
mcr-1.14,mcr1.14,ncbi,MCR-1.3,mcr1.3,card,0.954,0.7142857142857143,0.8609251746577542,0.1466394603720399
mcr-1.14,mcr1.14,ncbi,mcr-1.3,mcr1.3,resfinder,0.954,0.7142857142857143,0.8609251746577542,0.1466394603720399
blaIMP-73,imp73,ncbi,IMP-7,imp7,card,0.977,0.8,0.8918223659156299,0.09182236591562987
blaDHA-27,dha27,ncbi,DHA-13,dha13,card,0.96,0.6,0.8689853115076349,0.26898531150763494
blaDHA-26,dha26,ncbi,DHA-1,dha1,card,0.956,0.6,0.8636118869410478,0.26361188694104787
blaOXA-608,oxa608,ncbi,blaOXA-193,oxa193,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-585,oxa585,ncbi,blaOXA-193,oxa193,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-577,oxa577,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-600,oxa600,ncbi,OXA-61,oxa61,card,0.95,0.6666666666666667,0.8555517500911671,0.1888850834245004
blaOXA-600,oxa600,ncbi,blaOXA-61,oxa61,resfinder,0.95,0.6666666666666667,0.8555517500911671,0.1888850834245004
blaOXA-588,oxa588,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-589,oxa589,ncbi,blaOXA-193,oxa193,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-593,oxa593,ncbi,blaOXA-489,oxa489,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-610,oxa610,ncbi,blaOXA-193,oxa193,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-612,oxa612,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-604,oxa604,ncbi,OXA-453,oxa453,card,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-604,oxa604,ncbi,blaOXA-453,oxa453,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-602,oxa602,ncbi,blaOXA-193,oxa193,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-606,oxa606,ncbi,OXA-460,oxa460,card,0.95,0.6666666666666667,0.8555517500911671,0.1888850834245004
blaOXA-606,oxa606,ncbi,blaOXA-193,oxa193,resfinder,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-605,oxa605,ncbi,OXA-460,oxa460,card,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaOXA-605,oxa605,ncbi,blaOXA-460,oxa460,resfinder,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaPDC-251,pdc251,ncbi,PDC-2,pdc2,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-252,pdc252,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-253,pdc253,ncbi,PDC-19a,pdc19a,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-254,pdc254,ncbi,PDC-8,pdc8,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-256,pdc256,ncbi,PDC-429,pdc429,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-259,pdc259,ncbi,PDC-8,pdc8,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-260,pdc260,ncbi,PDC-225,pdc225,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaPDC-261,pdc261,ncbi,PDC-201,pdc201,card,0.967,0.8333333333333334,0.8783888044991623,0.045055471165828975
blaPDC-262,pdc262,ncbi,PDC-183,pdc183,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-263,pdc263,ncbi,PDC-352,pdc352,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-265,pdc265,ncbi,PDC-292,pdc292,card,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaPDC-266,pdc266,ncbi,PDC-45,pdc45,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-267,pdc267,ncbi,PDC-55,pdc55,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-268,pdc268,ncbi,PDC-69,pdc69,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-270,pdc270,ncbi,PDC-438,pdc438,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-273,pdc273,ncbi,PDC-54,pdc54,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-274,pdc274,ncbi,PDC-19a,pdc19a,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaIMP-74,imp74,ncbi,IMP-16,imp16,card,0.988,0.6,0.9065992834737444,0.30659928347374443
blaIMP-75,imp75,ncbi,IMP-49,imp49,card,0.972,0.6,0.8851055852073961,0.28510558520739615
qnrA9,qnra9,ncbi,QnrA1,qnra1,card,1.0,0.8,0.9227195571735056,0.12271955717350558
qnrA9,qnra9,ncbi,qnrA1,qnra1,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
mcr-3.14,mcr3.14,ncbi,MCR-3.8,mcr3.8,card,0.964,0.7142857142857143,0.874358736074222,0.16007302178850769
mcr-3.15,mcr3.15,ncbi,MCR-3.8,mcr3.8,card,0.955,0.7142857142857143,0.8622685307994009,0.1479828165136866
mcr-3.16,mcr3.16,ncbi,MCR-3.3,mcr3.3,card,0.967,0.7142857142857143,0.8783888044991623,0.16410309021344804
mcr-3.18,mcr3.18,ncbi,MCR-3.3,mcr3.3,card,0.963,0.7142857142857143,0.8730153799325753,0.15872966564686097
blaOXA-815,oxa815,ncbi,OXA-133,oxa133,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-815,oxa815,ncbi,blaOXA-102,oxa102,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaPDC-275,pdc275,ncbi,PDC-2,pdc2,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-294,pdc294,ncbi,PDC-50,pdc50,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-295,pdc295,ncbi,PDC-69,pdc69,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaPDC-296,pdc296,ncbi,PDC-69,pdc69,card,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaPDC-297,pdc297,ncbi,PDC-3,pdc3,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-299,pdc299,ncbi,PDC-55,pdc55,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-300,pdc300,ncbi,PDC-69,pdc69,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaPDC-276,pdc276,ncbi,PDC-14,pdc14,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-277,pdc277,ncbi,PDC-56,pdc56,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaPDC-279,pdc279,ncbi,PDC-1,pdc1,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-280,pdc280,ncbi,PDC-28,pdc28,card,0.964,0.8333333333333334,0.874358736074222,0.04102540274088862
blaPDC-281,pdc281,ncbi,PDC-19a,pdc19a,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-282,pdc282,ncbi,PDC-8,pdc8,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaPDC-283,pdc283,ncbi,PDC-8,pdc8,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaPDC-287,pdc287,ncbi,PDC-54,pdc54,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-288,pdc288,ncbi,PDC-19a,pdc19a,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-289,pdc289,ncbi,PDC-5,pdc5,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-290,pdc290,ncbi,PDC-69,pdc69,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-291,pdc291,ncbi,PDC-292,pdc292,card,0.968,0.8333333333333334,0.8797321606408091,0.04639882730747569
blaOXA-657,oxa657,ncbi,OXA-23,oxa23,card,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-657,oxa657,ncbi,blaOXA-165,oxa165,resfinder,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaPDC-303,pdc303,ncbi,PDC-5,pdc5,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaVIM-57,vim57,ncbi,VIM-1,vim1,card,0.956,0.6,0.8636118869410478,0.26361188694104787
blaVIM-58,vim58,ncbi,VIM-2,vim2,card,0.951,0.6,0.8568951062328138,0.25689510623281386
blaVIM-58,vim58,ncbi,blaVIM-46,vim46,resfinder,0.952,0.6,0.8582384623744608,0.2582384623744608
blaACT-60,act60,ncbi,ACT-17,act17,card,0.957,0.6,0.8649552430826946,0.2649552430826946
blaACT-60,act60,ncbi,blaACT-7,act7,resfinder,0.956,0.6,0.8636118869410478,0.26361188694104787
blaACT-61,act61,ncbi,ACT-25,act25,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaACT-61,act61,ncbi,blaACT-16,act16,resfinder,0.97,0.6,0.8824188729241025,0.2824188729241025
blaOXA-854,oxa854,ncbi,OXA-69,oxa69,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-854,oxa854,ncbi,blaOXA-69,oxa69,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-199,adc199,ncbi,ADC-10,adc10,card,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaOXA-739,oxa739,ncbi,OXA-339,oxa339,card,0.96,0.8333333333333334,0.8689853115076349,0.035651978174301546
blaOXA-739,oxa739,ncbi,blaOXA-339,oxa339,resfinder,0.96,0.8333333333333334,0.8689853115076349,0.035651978174301546
blaOXA-853,oxa853,ncbi,OXA-346,oxa346,card,0.964,0.5,0.874358736074222,0.374358736074222
blaOXA-853,oxa853,ncbi,blaOXA-346,oxa346,resfinder,0.964,0.5,0.874358736074222,0.374358736074222
mcr-3.39,mcr3.39,ncbi,MCR-3.2,mcr3.2,card,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
mcr-3.39,mcr3.39,ncbi,mcr-3.2,mcr3.2,resfinder,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
blaOXA-729,oxa729,ncbi,blaOXA-SHE,oxashe,resfinder,1.0,0.5,0.9227195571735056,0.4227195571735056
blaADC-174,adc174,ncbi,ADC-39,adc39,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-174,adc174,ncbi,blaADC-25,adc25,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaADC-177,adc177,ncbi,ADC-56,adc56,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-177,adc177,ncbi,blaADC-25,adc25,resfinder,0.964,0.5,0.874358736074222,0.374358736074222
blaADC-178,adc178,ncbi,ADC-25,adc25,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-178,adc178,ncbi,blaADC-25,adc25,resfinder,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-179,adc179,ncbi,ADC-2,adc2,card,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-179,adc179,ncbi,blaADC-25,adc25,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-180,adc180,ncbi,ADC-79,adc79,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-180,adc180,ncbi,blaADC-25,adc25,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaVIM-60,vim60,ncbi,VIM-24,vim24,card,0.952,0.6,0.8582384623744608,0.2582384623744608
blaVIM-60,vim60,ncbi,blaVIM-24,vim24,resfinder,0.952,0.6,0.8582384623744608,0.2582384623744608
blaIMP-76,imp76,ncbi,IMP-1,imp1,card,0.973,0.6,0.8864489413490428,0.28644894134904286
blaIMP-76,imp76,ncbi,blaIMP-1,imp1,resfinder,0.973,0.6,0.8864489413490428,0.28644894134904286
blaIMP-77,imp77,ncbi,IMP-10,imp10,card,0.975,0.6,0.8891356536323365,0.2891356536323365
blaIMP-77,imp77,ncbi,blaIMP-10,imp10,resfinder,0.975,0.6,0.8891356536323365,0.2891356536323365
blaIMP-78,imp78,ncbi,IMP-10,imp10,card,0.977,0.6,0.8918223659156299,0.29182236591562993
blaIMP-78,imp78,ncbi,blaIMP-10,imp10,resfinder,0.977,0.6,0.8918223659156299,0.29182236591562993
blaVIM-59,vim59,ncbi,VIM-1,vim1,card,0.953,0.6,0.8595818185161075,0.2595818185161075
blaVIM-59,vim59,ncbi,blaVIM-1,vim1,resfinder,0.953,0.6,0.8595818185161075,0.2595818185161075
blaEBR-4,ebr4,ncbi,EBR-1 beta-lactamase,ebr1 betalactamase,card,0.964,0.16666666666666663,0.874358736074222,0.7076920694075554
blaEBR-4,ebr4,ncbi,blaEBR-1,ebr1,resfinder,0.964,0.75,0.874358736074222,0.12435873607422199
mcr-4.6,mcr4.6,ncbi,MCR-4.3,mcr4.3,card,0.965,0.8333333333333334,0.8757020922158687,0.04236875888253533
mcr-1.15,mcr1.15,ncbi,MCR-1.3,mcr1.3,card,0.954,0.7142857142857143,0.8609251746577542,0.1466394603720399
mcr-1.15,mcr1.15,ncbi,mcr-1.26,mcr1.26,resfinder,0.954,0.7142857142857143,0.8609251746577542,0.1466394603720399
blaPDC-304,pdc304,ncbi,PDC-19a,pdc19a,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-305,pdc305,ncbi,PDC-69,pdc69,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaIMP-79,imp79,ncbi,IMP-1,imp1,card,0.977,0.6,0.8918223659156299,0.29182236591562993
blaIMP-79,imp79,ncbi,blaIMP-1,imp1,resfinder,0.977,0.6,0.8918223659156299,0.29182236591562993
blaPDC-364,pdc364,ncbi,PDC-66,pdc66,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaACT-87,act87,ncbi,ACT-28,act28,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaACT-87,act87,ncbi,blaACT-9,act9,resfinder,0.963,0.6,0.8730153799325753,0.2730153799325753
blaOXA-655,oxa655,ncbi,OXA-10,oxa10,card,0.952,0.5,0.8582384623744608,0.3582384623744608
blaOXA-655,oxa655,ncbi,blaOXA-10,oxa10,resfinder,0.952,0.5,0.8582384623744608,0.3582384623744608
blaOXA-656,oxa656,ncbi,OXA-10,oxa10,card,0.954,0.5,0.8609251746577542,0.3609251746577542
blaOXA-656,oxa656,ncbi,blaOXA-10,oxa10,resfinder,0.954,0.5,0.8609251746577542,0.3609251746577542
blaOXA-733,oxa733,ncbi,OXA-66,oxa66,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-733,oxa733,ncbi,blaOXA-83,oxa83,resfinder,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaPDC-307,pdc307,ncbi,PDC-201,pdc201,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-308,pdc308,ncbi,PDC-183,pdc183,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-309,pdc309,ncbi,PDC-3,pdc3,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-310,pdc310,ncbi,PDC-3,pdc3,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-311,pdc311,ncbi,PDC-56,pdc56,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-312,pdc312,ncbi,PDC-3,pdc3,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaPDC-314,pdc314,ncbi,PDC-117,pdc117,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaOXA-734,oxa734,ncbi,OXA-383,oxa383,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-734,oxa734,ncbi,blaOXA-383,oxa383,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-677,oxa677,ncbi,OXA-233,oxa233,card,0.955,0.5,0.8622685307994009,0.3622685307994009
blaOXA-677,oxa677,ncbi,blaOXA-233,oxa233,resfinder,0.955,0.5,0.8622685307994009,0.3622685307994009
blaOXA-678,oxa678,ncbi,OXA-270,oxa270,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaOXA-678,oxa678,ncbi,blaOXA-270,oxa270,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaIMP-80,imp80,ncbi,IMP-10,imp10,card,0.976,0.8,0.8904790097739832,0.09047900977398315
blaIMP-80,imp80,ncbi,blaIMP-10,imp10,resfinder,0.976,0.8,0.8904790097739832,0.09047900977398315
blaOXA-680,oxa680,ncbi,OXA-93,oxa93,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-680,oxa680,ncbi,blaOXA-93,oxa93,resfinder,0.96,0.5,0.8689853115076349,0.3689853115076349
blaPDC-315,pdc315,ncbi,PDC-3,pdc3,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaPDC-316,pdc316,ncbi,PDC-2,pdc2,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-682,oxa682,ncbi,OXA-338,oxa338,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-682,oxa682,ncbi,blaOXA-338,oxa338,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-683,oxa683,ncbi,OXA-75,oxa75,card,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-683,oxa683,ncbi,blaOXA-75,oxa75,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-684,oxa684,ncbi,OXA-408,oxa408,card,0.955,0.5,0.8622685307994009,0.3622685307994009
blaOXA-684,oxa684,ncbi,blaOXA-408,oxa408,resfinder,0.955,0.5,0.8622685307994009,0.3622685307994009
